PD115105STFA;MOLDE PAN DULCE 500g 115X105mm;253223;25130431;29/09/2025;38400;Unidad;FALSE;
BD1855050STFA;BD 280g 185X50X50mm;253224;25480143;29/09/2025;45000;Unidad;FALSE;
BD1855040STFA;BD 240g 185X50X40mm;253225;25480096;29/09/2025;45000;Unidad;FALSE;
BD1855040STFA;BD 240g 185X50X40mm;253226;25470272;29/09/2025;45000;Unidad;FALSE;
BZ185040STFA;MOLDE BIZCOCHUELO 185X40mm;253227;25070149;01/10/2025;12000;Unidad;FALSE;
PD140060STFA;MOLDE PAN DULCE 350g 140x060mm;253228;25030011;30/10/2025;28000;Unidad;FALSE;
BD1555040STFA;BD 200g 155x50x40mm;253229;25430077;30/09/2025;54000;Unidad;FALSE;
BD1855040STFA;BD 240g 185X50X40mm;253230;25470273;30/09/2025;45000;Unidad;FALSE;
PD115105STFA;MOLDE PAN DULCE 500g 115X105mm;253231;25130474;30/09/2025;38400;Unidad;FALSE;
BD1656545STFA;BD 320g 165x65x45mm;253232;25450110;30/09/2025;28000;Unidad;FALSE;
PD115105STFA;MOLDE PAN DULCE 500g 115X105mm;253233;25130473;30/09/2025;38400;Unidad;FALSE;
PD115105STFA;MOLDE PAN DULCE 500g 115X105mm;253234;25130472;30/09/2025;38400;Unidad;FALSE;
MA4025SEBL32;PIROTIN MADALENA M4025 32g;253235;25640117;30/09/2025;1465.2;Millar;FALSE;
PD120110STFA;MOLDE PAN DULCE 600g 120x110mm;253236;25090526;30/09/2025;38400;Unidad;FALSE;
BD1855040STFA;BD 240g 185X50X40mm;253237;25460244;30/09/2025;45000;Unidad;FALSE;
PD110110STFA;MOLDE PAN DULCE 500g 110X110mm;253239;25100434;01/10/2025;33600;Unidad;FALSE;
BD1855040STFA;BD 240g 185X50X40mm;253240;25490097;30/09/2025;45000;Unidad;FALSE;
PD120110STFA;MOLDE PAN DULCE 600g 120x110mm;253241;25090525;30/09/2025;38400;Unidad;FALSE;
